0 0 0 0 1
0 0 0 1 2
0 0 0 2 0
0 0 0 3 1
0 0 0 4 5
0 0 0 5 2
0 0 0 6 1
0 0 0 7 1
0 0 0 8 1
0 0 0 9 2
0 0 1 0 1
0 0 1 1 4
0 0 1 2 2
0 0 1 3 3
0 0 1 4 1
0 0 1 5 5
0 0 1 6 2
0 0 1 7 2
0 0 1 8 2
0 0 1 9 2
0 0 2 0 3
0 0 2 1 2
0 0 2 2 1
0 0 2 3 2
0 0 2 4 3
0 0 2 5 3
0 0 2 6 2
0 0 2 7 2
0 0 2 8 3
0 0 2 9 0
0 1 0 0 1
0 1 0 1 5
0 1 0 2 2
0 1 0 3 1
0 1 0 4 1
0 1 0 5 0
0 1 0 6 3
0 1 0 7 2
0 1 0 8 1
0 1 0 9 2
0 1 1 0 2
0 1 1 1 3
0 1 1 2 3
0 1 1 3 0
0 1 1 4 4
0 1 1 5 1
0 1 1 6 4
0 1 1 7 0
0 1 1 8 3
0 1 1 9 2
0 1 2 0 2
0 1 2 1 4
0 1 2 2 4
0 1 2 3 4
0 1 2 4 2
0 1 2 5 4
0 1 2 6 7
0 1 2 7 3
0 1 2 8 5
0 1 2 9 1
0 2 0 0 5
0 2 0 1 3
0 2 0 2 5
0 2 0 3 3
0 2 0 4 3
0 2 0 5 1
0 2 0 6 1
0 2 0 7 2
0 2 0 8 1
0 2 0 9 2
0 2 1 0 3
0 2 1 1 4
0 2 1 2 1
0 2 1 3 2
0 2 1 4 5
0 2 1 5 1
0 2 1 6 1
0 2 1 7 3
0 2 1 8 2
0 2 1 9 5
0 2 2 0 1
0 2 2 1 0
0 2 2 2 2
0 2 2 3 3
0 2 2 4 1
0 2 2 5 3
0 2 2 6 2
0 2 2 7 3
0 2 2 8 2
0 2 2 9 4
0 3 0 0 3
0 3 0 1 1
0 3 0 2 4
0 3 0 3 4
0 3 0 4 2
0 3 0 5 2
0 3 0 6 2
0 3 0 7 3
0 3 0 8 0
0 3 0 9 2
0 3 1 0 2
0 3 1 1 3
0 3 1 2 1
0 3 1 3 4
0 3 1 4 1
0 3 1 5 1
0 3 1 6 3
0 3 1 7 1
0 3 1 8 5
0 3 1 9 0
0 3 2 0 1
0 3 2 1 1
0 3 2 2 3
0 3 2 3 1
0 3 2 4 2
0 3 2 5 0
0 3 2 6 1
0 3 2 7 3
0 3 2 8 3
0 3 2 9 1
0 4 0 0 1
0 4 0 1 5
0 4 0 2 2
0 4 0 3 4
0 4 0 4 2
0 4 0 5 0
0 4 0 6 3
0 4 0 7 5
0 4 0 8 4
0 4 0 9 0
0 4 1 0 4
0 4 1 1 1
0 4 1 2 3
0 4 1 3 1
0 4 1 4 2
0 4 1 5 2
0 4 1 6 2
0 4 1 7 5
0 4 1 8 2
0 4 1 9 2
0 4 2 0 1
0 4 2 1 1
0 4 2 2 2
0 4 2 3 3
0 4 2 4 1
0 4 2 5 3
0 4 2 6 1
0 4 2 7 2
0 4 2 8 2
0 4 2 9 3
0 5 0 0 4
0 5 0 1 4
0 5 0 2 3
0 5 0 3 5
0 5 0 4 4
0 5 0 5 4
0 5 0 6 2
0 5 0 7 4
0 5 0 8 6
0 5 0 9 3
0 5 1 0 3
0 5 1 1 6
0 5 1 2 6
0 5 1 3 10
0 5 1 4 4
0 5 1 5 5
0 5 1 6 6
0 5 1 7 6
0 5 1 8 3
0 5 1 9 7
0 5 2 0 8
0 5 2 1 3
0 5 2 2 3
0 5 2 3 4
0 5 2 4 6
0 5 2 5 9
0 5 2 6 6
0 5 2 7 8
0 5 2 8 8
0 5 2 9 4
0 6 0 0 3
0 6 0 1 5
0 6 0 2 9
0 6 0 3 7
0 6 0 4 5
0 6 0 5 6
0 6 0 6 4
0 6 0 7 2
0 6 0 8 2
0 6 0 9 4
0 6 1 0 7
0 6 1 1 6
0 6 1 2 9
0 6 1 3 12
0 6 1 4 4
0 6 1 5 2
0 6 1 6 6
0 6 1 7 7
0 6 1 8 7
0 6 1 9 10
0 6 2 0 5
0 6 2 1 6
0 6 2 2 6
0 6 2 3 4
0 6 2 4 2
0 6 2 5 4
0 6 2 6 6
0 6 2 7 0
0 6 2 8 4
0 6 2 9 6
0 7 0 0 3
0 7 0 1 4
0 7 0 2 3
0 7 0 3 5
0 7 0 4 4
0 7 0 5 4
0 7 0 6 6
0 7 0 7 7
0 7 0 8 2
0 7 0 9 8
0 7 1 0 7
0 7 1 1 4
0 7 1 2 4
0 7 1 3 4
0 7 1 4 5
0 7 1 5 8
0 7 1 6 6
0 7 1 7 3
0 7 1 8 3
0 7 1 9 8
0 7 2 0 6
0 7 2 1 6
0 7 2 2 3
0 7 2 3 8
0 7 2 4 3
0 7 2 5 8
0 7 2 6 3
0 7 2 7 8
0 7 2 8 9
0 7 2 9 7
0 8 0 0 7
0 8 0 1 8
0 8 0 2 3
0 8 0 3 8
0 8 0 4 5
0 8 0 5 4
0 8 0 6 2
0 8 0 7 2
0 8 0 8 11
0 8 0 9 6
0 8 1 0 4
0 8 1 1 7
0 8 1 2 4
0 8 1 3 2
0 8 1 4 10
0 8 1 5 9
0 8 1 6 4
0 8 1 7 2
0 8 1 8 4
0 8 1 9 8
0 8 2 0 7
0 8 2 1 7
0 8 2 2 2
0 8 2 3 3
0 8 2 4 5
0 8 2 5 5
0 8 2 6 6
0 8 2 7 9
0 8 2 8 5
0 8 2 9 7
0 9 0 0 7
0 9 0 1 8
0 9 0 2 6
0 9 0 3 5
0 9 0 4 5
0 9 0 5 7
0 9 0 6 3
0 9 0 7 3
0 9 0 8 4
0 9 0 9 4
0 9 1 0 9
0 9 1 1 3
0 9 1 2 5
0 9 1 3 5
0 9 1 4 3
0 9 1 5 7
0 9 1 6 4
0 9 1 7 6
0 9 1 8 5
0 9 1 9 2
0 9 2 0 6
0 9 2 1 3
0 9 2 2 6
0 9 2 3 8
0 9 2 4 5
0 9 2 5 7
0 9 2 6 8
0 9 2 7 5
0 9 2 8 12
0 9 2 9 5
0 10 0 0 2
0 10 0 1 1
0 10 0 2 3
0 10 0 3 3
0 10 0 4 3
0 10 0 5 3
0 10 0 6 1
0 10 0 7 0
0 10 0 8 1
0 10 0 9 3
0 10 1 0 5
0 10 1 1 3
0 10 1 2 3
0 10 1 3 3
0 10 1 4 3
0 10 1 5 3
0 10 1 6 3
0 10 1 7 0
0 10 1 8 3
0 10 1 9 3
0 10 2 0 4
0 10 2 1 0
0 10 2 2 1
0 10 2 3 2
0 10 2 4 2
0 10 2 5 1
0 10 2 6 3
0 10 2 7 1
0 10 2 8 1
0 10 2 9 6
0 11 0 0 2
0 11 0 1 4
0 11 0 2 4
0 11 0 3 2
0 11 0 4 3
0 11 0 5 4
0 11 0 6 1
0 11 0 7 1
0 11 0 8 0
0 11 0 9 3
0 11 1 0 0
0 11 1 1 4
0 11 1 2 3
0 11 1 3 3
0 11 1 4 2
0 11 1 5 2
0 11 1 6 3
0 11 1 7 1
0 11 1 8 1
0 11 1 9 0
0 11 2 0 2
0 11 2 1 3
0 11 2 2 3
0 11 2 3 4
0 11 2 4 2
0 11 2 5 2
0 11 2 6 0
0 11 2 7 0
0 11 2 8 3
0 11 2 9 5
0 12 0 0 3
0 12 0 1 4
0 12 0 2 4
0 12 0 3 1
0 12 0 4 2
0 12 0 5 1
0 12 0 6 3
0 12 0 7 3
0 12 0 8 2
0 12 0 9 5
0 12 1 0 5
0 12 1 1 3
0 12 1 2 1
0 12 1 3 1
0 12 1 4 4
0 12 1 5 3
0 12 1 6 2
0 12 1 7 0
0 12 1 8 0
0 12 1 9 3
0 12 2 0 5
0 12 2 1 2
0 12 2 2 1
0 12 2 3 6
0 12 2 4 1
0 12 2 5 1
0 12 2 6 3
0 12 2 7 2
0 12 2 8 0
0 12 2 9 4
0 13 0 0 3
0 13 0 1 1
0 13 0 2 1
0 13 0 3 3
0 13 0 4 2
0 13 0 5 3
0 13 0 6 2
0 13 0 7 2
0 13 0 8 3
0 13 0 9 3
0 13 1 0 2
0 13 1 1 2
0 13 1 2 2
0 13 1 3 2
0 13 1 4 1
0 13 1 5 0
0 13 1 6 2
0 13 1 7 4
0 13 1 8 2
0 13 1 9 3
0 13 2 0 3
0 13 2 1 1
0 13 2 2 3
0 13 2 3 4
0 13 2 4 4
0 13 2 5 2
0 13 2 6 2
0 13 2 7 2
0 13 2 8 5
0 13 2 9 1
0 14 0 0 3
0 14 0 1 1
0 14 0 2 2
0 14 0 3 2
0 14 0 4 1
0 14 0 5 2
0 14 0 6 6
0 14 0 7 2
0 14 0 8 3
0 14 0 9 1
0 14 1 0 3
0 14 1 1 2
0 14 1 2 0
0 14 1 3 3
0 14 1 4 0
0 14 1 5 2
0 14 1 6 2
0 14 1 7 2
0 14 1 8 3
0 14 1 9 3
0 14 2 0 1
0 14 2 1 2
0 14 2 2 2
0 14 2 3 4
0 14 2 4 0
0 14 2 5 4
0 14 2 6 3
0 14 2 7 2
0 14 2 8 4
0 14 2 9 2
0 15 0 0 4
0 15 0 1 5
0 15 0 2 8
0 15 0 3 4
0 15 0 4 9
0 15 0 5 6
0 15 0 6 7
0 15 0 7 8
0 15 0 8 5
0 15 0 9 2
0 15 1 0 9
0 15 1 1 4
0 15 1 2 5
0 15 1 3 6
0 15 1 4 9
0 15 1 5 1
0 15 1 6 5
0 15 1 7 5
0 15 1 8 3
0 15 1 9 6
0 15 2 0 3
0 15 2 1 6
0 15 2 2 4
0 15 2 3 5
0 15 2 4 4
0 15 2 5 3
0 15 2 6 4
0 15 2 7 7
0 15 2 8 4
0 15 2 9 7
0 16 0 0 3
0 16 0 1 6
0 16 0 2 3
0 16 0 3 6
0 16 0 4 4
0 16 0 5 3
0 16 0 6 6
0 16 0 7 5
0 16 0 8 8
0 16 0 9 5
0 16 1 0 6
0 16 1 1 5
0 16 1 2 8
0 16 1 3 2
0 16 1 4 1
0 16 1 5 8
0 16 1 6 3
0 16 1 7 5
0 16 1 8 7
0 16 1 9 4
0 16 2 0 5
0 16 2 1 2
0 16 2 2 5
0 16 2 3 3
0 16 2 4 10
0 16 2 5 6
0 16 2 6 8
0 16 2 7 4
0 16 2 8 3
0 16 2 9 9
0 17 0 0 9
0 17 0 1 3
0 17 0 2 2
0 17 0 3 10
0 17 0 4 7
0 17 0 5 5
0 17 0 6 6
0 17 0 7 6
0 17 0 8 5
