0 -23.07375759 -43.56473472
0 -23.06156320 -43.56883054
0 -23.06894335 -43.56437277
0 -23.06413869 -43.56625758
0 -23.06207690 -43.56291365
0 -23.07073878 -43.56294510
0 -23.07282073 -43.56785648
0 -23.07224910 -43.56779583
0 -23.07266138 -43.57110937
0 -23.08115523 -43.56290146
0 -23.06870666 -43.56478734
0 -23.06708329 -43.56784129
0 -23.06726127 -43.56622746
0 -23.06557050 -43.56475608
0 -23.07316426 -43.56445898
0 -23.06890148 -43.56561987
0 -23.06503008 -43.56352632
0 -23.06382319 -43.56292866
0 -23.06875460 -43.56358529
0 -23.06413209 -43.56403888
0 -23.06613551 -43.56822598
0 -23.07442436 -43.56607825
0 -23.06834956 -43.56303338
0 -23.06698416 -43.56323787
0 -23.07357230 -43.56364882
0 -23.06461344 -43.56598380
0 -23.06337275 -43.56430345
0 -23.07127178 -43.56308920
0 -23.06428343 -43.56369304
0 -23.06779142 -43.56367559
0 -23.06561100 -43.56487331
0 -23.07203441 -43.56324786
0 -23.07337326 -43.56429040
0 -23.06236027 -43.56657598
0 -23.07351659 -43.56754889
0 -23.08205176 -43.56362543
0 -23.07266340 -43.56675614
0 -23.06443038 -43.56543162
0 -23.07134005 -43.56306234
0 -23.06661291 -43.56295770
0 -23.06857740 -43.56455426
0 -23.07216159 -43.56462866
0 -23.06246445 -43.56651056
0 -23.06246824 -43.56605769
0 -23.07410626 -43.56443385
0 -23.07348184 -43.56662479
0 -23.07351698 -43.56942690
0 -23.06970349 -43.56577380
0 -23.06235351 -43.56751156
0 -23.07294247 -43.57205896
0 -23.07420039 -43.56336594
0 -23.06075693 -43.56358479
0 -23.06590382 -43.56479968
0 -23.06864736 -43.56402943
0 -23.07164517 -43.56617968
0 -23.06172225 -43.56312907
0 -23.06343168 -43.56605122
0 -23.07131395 -43.56624522
0 -23.07442362 -43.56532994
0 -23.06376405 -43.56663221
0 -23.07184488 -43.56315699
0 -23.06697344 -43.56691559
0 -23.06404958 -43.56733298
0 -23.06655869 -43.56763360
0 -23.06932211 -43.56599918
0 -23.07061950 -43.56586733
0 -23.07158300 -43.56496682
0 -23.07330719 -43.56938641
0 -23.06902748 -43.56325463
0 -23.06727022 -43.56529079
0 -23.06839436 -43.56479156
0 -23.06475444 -43.56275650
0 -23.06554956 -43.56263348
0 -23.07352996 -43.57011245
0 -23.07483986 -43.56410994
0 -23.06392461 -43.56333681
0 -23.07510066 -43.56422267
0 -23.06271803 -43.56627388
0 -23.07276622 -43.56524211
0 -23.06074724 -43.56548589
0 -23.06487936 -43.56376733
0 -23.07291140 -43.57158311
0 -23.07349777 -43.56684199
0 -23.06135204 -43.56608430
0 -23.06942589 -43.56622834
0 -23.06582037 -43.56556383
0 -23.06615531 -43.56823264
0 -23.06446516 -43.56743056
0 -23.06802389 -43.56340327
0 -23.07091246 -43.56459855
0 -23.07486527 -43.56418308
0 -23.07307232 -43.56919220
0 -23.07002976 -43.56403953
0 -23.06051425 -43.56303466
0 -23.06592817 -43.56866244
0 -23.08139030 -43.56365219
0 -23.07341314 -43.56785874
0 -23.07503199 -43.56354089
0 -23.06597855 -43.56416735
0 -23.06406516 -43.56587747
1 -23.06776627 -43.55704342
1 -23.06282556 -43.55368630
1 -23.06789532 -43.55503068
1 -23.06175928 -43.55655710
1 -23.07095685 -43.55992229
1 -23.06159834 -43.56224674
1 -23.06682900 -43.55794275
1 -23.06516661 -43.55839205
1 -23.06198203 -43.55103264
1 -23.06469948 -43.56088753
1 -23.06594459 -43.55420422
1 -23.06398513 -43.56200127
1 -23.07960677 -43.56120428
1 -23.06359214 -43.55416833
1 -23.07460695 -43.56188326
1 -23.06404272 -43.55176604
1 -23.06361104 -43.55136758
1 -23.06645663 -43.55905409
1 -23.06816214 -43.56255614
1 -23.06996314 -43.56217391
1 -23.07256584 -43.55240005
1 -23.06277674 -43.55732623
1 -23.07003334 -43.55363764
1 -23.07336184 -43.54912774
1 -23.06493439 -43.55741917
1 -23.06720431 -43.56054169
1 -23.08043108 -43.56020587
1 -23.06913756 -43.56235566
1 -23.06966063 -43.55739838
1 -23.06595513 -43.55363118
1 -23.07121702 -43.55895001
1 -23.06388208 -43.55056767
1 -23.06052923 -43.55537413
1 -23.06199434 -43.55022263
1 -23.06740626 -43.55980548
1 -23.06115492 -43.55268459
1 -23.06910834 -43.56162701
1 -23.07154170 -43.55947298
1 -23.07104846 -43.55517249
1 -23.06296978 -43.55074112
1 -23.07248913 -43.55771507
1 -23.07271538 -43.55222276
1 -23.07395234 -43.55179193
1 -23.06173567 -43.56052061
1 -23.07250255 -43.55318353
1 -23.06283890 -43.55363954
1 -23.06274261 -43.55085749
1 -23.06363740 -43.55777735
1 -23.06976168 -43.55933086
1 -23.07371331 -43.56233487
1 -23.06460143 -43.55184470
1 -23.06532462 -43.56043668
1 -23.06057578 -43.55490165
1 -23.06055495 -43.56237223
1 -23.06207784 -43.56069257
1 -23.06645831 -43.55446156
1 -23.06689116 -43.56185554
1 -23.06304861 -43.55252172
1 -23.07266724 -43.55355553
1 -23.06663355 -43.55876287
1 -23.06557066 -43.55659343
1 -23.06428596 -43.55399362
1 -23.08076596 -43.56117772
1 -23.06219940 -43.56119250
1 -23.07396951 -43.55223306
1 -23.07317187 -43.55990806
1 -23.06237892 -43.55145796
1 -23.06455157 -43.55475357
1 -23.07309467 -43.56110434
1 -23.06077531 -43.56227236
1 -23.06223256 -43.55167387
1 -23.06666581 -43.55776619
1 -23.06677657 -43.55639592
1 -23.07321638 -43.55550532
1 -23.06804476 -43.55979655
1 -23.07233088 -43.56093947
1 -23.06240523 -43.55098132
1 -23.06072536 -43.54763563
1 -23.07415364 -43.56153123
1 -23.06772117 -43.55323518
1 -23.07379560 -43.55876910
1 -23.06465630 -43.55373039
1 -23.06990750 -43.55697272
1 -23.07305625 -43.55086639
1 -23.06209660 -43.56078779
1 -23.06288591 -43.55859731
1 -23.06919195 -43.55632851
1 -23.06280870 -43.55181191
1 -23.06790423 -43.55745882
1 -23.07378063 -43.55889788
1 -23.06398488 -43.54910595
1 -23.06792180 -43.55515566
1 -23.06752954 -43.56013436
1 -23.06997751 -43.55554530
1 -23.06062619 -43.55977413
1 -23.06371302 -43.55741191
1 -23.06372609 -43.55119392
1 -23.06055043 -43.56258950
1 -23.06905835 -43.56167980
1 -23.06629151 -43.56030563
2 -23.06451103 -43.50851145
2 -23.06293549 -43.51153921
2 -23.06159427 -43.51146243
2 -23.06458813 -43.51023220
2 -23.06257230 -43.51216193
2 -23.06404805 -43.50860848
2 -23.06409957 -43.51231947
2 -23.06556249 -43.51374252
2 -23.06507204 -43.51242340
2 -23.06484610 -43.50891376
2 -23.06471447 -43.51371916
2 -23.06286713 -43.51270614
2 -23.06450486 -43.51045902
2 -23.06072694 -43.51214559
2 -23.06194079 -43.51194031
2 -23.06165956 -43.51165195
2 -23.06346901 -43.51245186
2 -23.06444190 -43.51041483
2 -23.06376462 -43.50955802
2 -23.06221379 -43.51313106
2 -23.06545162 -43.50948083
2 -23.06312172 -43.51179088
2 -23.06473537 -43.50937305
2 -23.06546947 -43.51020948
2 -23.06281431 -43.51127855
2 -23.06092790 -43.51227221
2 -23.06449999 -43.51183119
2 -23.06371539 -43.50930305
2 -23.06520985 -43.50916021
2 -23.06555772 -43.50918601
2 -23.06479630 -43.50972094
2 -23.06497320 -43.51215162
2 -23.06543680 -43.50963095
2 -23.06517589 -43.51341077
2 -23.06391200 -43.51027462
2 -23.06496576 -43.51330557
2 -23.06258980 -43.51266958
2 -23.06478367 -43.51137432
2 -23.06473507 -43.51203685
2 -23.06337865 -43.51250092
2 -23.06508278 -43.51071995
2 -23.06552812 -43.51316237
2 -23.06517223 -43.51179132
2 -23.06450530 -43.50891605
2 -23.06503699 -43.51055755
2 -23.06448893 -43.51193240
2 -23.06539453 -43.51072664
2 -23.06550905 -43.51329961
2 -23.06432834 -43.51069656
2 -23.06305940 -43.51173359
2 -23.06417662 -43.50843964
2 -23.06336090 -43.51160527
2 -23.06342347 -43.51024036
2 -23.06423625 -43.51229733
2 -23.06264348 -43.51347799
2 -23.06216417 -43.51287764
2 -23.06338524 -43.51009799
2 -23.06192389 -43.51239600
2 -23.06473671 -43.51085593
2 -23.06369073 -43.50947707
2 -23.06551911 -43.51210852
2 -23.06337727 -43.51140342
